match_id,batting_team,total_runs,wickets
1473505,Kolkata Knight Riders,168,10
1473505,Sunrisers Hyderabad,278,3
1473506,Mumbai Indians,184,7
1473506,Punjab Kings,187,3
1473507,Lucknow Super Giants,227,3
1473507,Royal Challengers Bengaluru,230,4
1473508,Punjab Kings,101,10
1473508,Royal Challengers Bengaluru,106,2
1473509,Gujarat Titans,208,6
1473509,Mumbai Indians,228,5
1473510,Mumbai Indians,203,6
1473510,Punjab Kings,207,5
1473511,Punjab Kings,184,7
1473511,Royal Challengers Bengaluru,190,9
1485779,Delhi Capitals,208,4
1485779,Punjab Kings,206,8
1527674,Royal Challengers Bengaluru,203,4
1527674,Sunrisers Hyderabad,201,9
1527675,Kolkata Knight Riders,220,4
1527675,Mumbai Indians,224,4
1527676,Chennai Super Kings,127,10
1527676,Rajasthan Royals,128,2
1527677,Gujarat Titans,162,6
1527677,Punjab Kings,165,7
1527678,Delhi Capitals,145,4
1527678,Lucknow Super Giants,141,10
1527679,Kolkata Knight Riders,161,10
1527679,Sunrisers Hyderabad,226,8
1527680,Chennai Super Kings,209,5
1527680,Punjab Kings,210,5
1527681,Delhi Capitals,164,4
1527681,Mumbai Indians,162,6
1527682,Gujarat Titans,204,8
1527682,Rajasthan Royals,210,6
1527683,Lucknow Super Giants,160,5
1527683,Sunrisers Hyderabad,156,9
1527684,Chennai Super Kings,207,10
1527684,Royal Challengers Bengaluru,250,3
1527685,Kolkata Knight Riders,25,2
1527686,Mumbai Indians,123,9
1527686,Rajasthan Royals,150,3
1527687,Delhi Capitals,209,8
1527687,Gujarat Titans,210,4
1527688,Kolkata Knight Riders,181,4
1527688,Lucknow Super Giants,182,7
1527689,Rajasthan Royals,202,4
1527689,Royal Challengers Bengaluru,201,8
1527690,Punjab Kings,223,4
1527690,Sunrisers Hyderabad,219,6
1527691,Chennai Super Kings,212,2
1527691,Delhi Capitals,189,10
1527692,Gujarat Titans,165,3
1527692,Lucknow Super Giants,164,8
1527693,Mumbai Indians,222,6
1527693,Royal Challengers Bengaluru,240,4
1529264,Rajasthan Royals,159,10
1529264,Sunrisers Hyderabad,216,6
1529265,Chennai Super Kings,192,5
1529265,Kolkata Knight Riders,160,7
1529266,Lucknow Super Giants,146,10
1529266,Royal Challengers Bengaluru,149,5
1529267,Mumbai Indians,195,6
1529267,Punjab Kings,198,3
1529268,Gujarat Titans,181,5
1529268,Kolkata Knight Riders,180,10
1529269,Delhi Capitals,179,5
1529269,Royal Challengers Bengaluru,175,8
1529270,Chennai Super Kings,184,8
1529270,Sunrisers Hyderabad,194,9
1529271,Kolkata Knight Riders,161,6
1529271,Rajasthan Royals,155,9
1529272,Lucknow Super Giants,200,5
1529272,Punjab Kings,254,7
1529273,Gujarat Titans,100,10
1529273,Mumbai Indians,199,5
1529274,Delhi Capitals,195,9
1529274,Sunrisers Hyderabad,242,2
1529275,Lucknow Super Giants,119,10
1529275,Rajasthan Royals,159,6
1529276,Chennai Super Kings,207,6
1529276,Mumbai Indians,104,10
1529277,Gujarat Titans,205,3
1529277,Royal Challengers Bengaluru,206,5
1529278,Delhi Capitals,264,2
1529278,Punjab Kings,265,4
1529279,Rajasthan Royals,228,6
1529279,Sunrisers Hyderabad,229,5
1529280,Chennai Super Kings,158,7
1529280,Gujarat Titans,162,2
1529281,Kolkata Knight Riders,159,7
1529281,Lucknow Super Giants,156,10
1529282,Delhi Capitals,75,10
1529282,Royal Challengers Bengaluru,77,1
1529283,Punjab Kings,222,4
1529283,Rajasthan Royals,228,4
1529284,Mumbai Indians,243,5
1529284,Sunrisers Hyderabad,249,4
1529285,Gujarat Titans,158,6
1529285,Royal Challengers Bengaluru,155,10
1529286,Delhi Capitals,226,3
1529286,Rajasthan Royals,225,6
1529287,Chennai Super Kings,160,2
1529287,Mumbai Indians,159,7
1529288,Kolkata Knight Riders,169,3
1529288,Sunrisers Hyderabad,165,10
1529289,Gujarat Titans,167,6
1529289,Punjab Kings,163,9
1529290,Lucknow Super Giants,228,5
1529290,Mumbai Indians,229,4
1529291,Chennai Super Kings,159,2
1529291,Delhi Capitals,155,7
1529292,Punjab Kings,202,7
1529292,Sunrisers Hyderabad,235,4
1529293,Lucknow Super Giants,209,3
1529293,Royal Challengers Bengaluru,203,6
1529294,Delhi Capitals,142,8
1529294,Kolkata Knight Riders,147,2
1529295,Gujarat Titans,229,4
1529295,Rajasthan Royals,152,10
1529296,Chennai Super Kings,208,5
1529296,Lucknow Super Giants,203,8
1529297,Mumbai Indians,166,7
1529297,Royal Challengers Bengaluru,167,8
1529298,Delhi Capitals,216,7
1529298,Punjab Kings,210,5
1529299,Gujarat Titans,168,5
1529299,Sunrisers Hyderabad,86,10
1529300,Kolkata Knight Riders,192,4
1529300,Royal Challengers Bengaluru,194,4
1529301,Mumbai Indians,205,4
1529301,Punjab Kings,200,8
1529302,Chennai Super Kings,187,5
1529302,Lucknow Super Giants,188,3
1529303,Gujarat Titans,218,4
1529303,Kolkata Knight Riders,247,2
1529304,Punjab Kings,199,8
1529304,Royal Challengers Bengaluru,222,4
1529305,Delhi Capitals,197,5
1529305,Rajasthan Royals,193,8
1529306,Chennai Super Kings,180,7
1529306,Sunrisers Hyderabad,181,5
1529307,Lucknow Super Giants,220,5
1529307,Rajasthan Royals,225,3
1529308,Kolkata Knight Riders,148,6
1529308,Mumbai Indians,147,8
1529309,Chennai Super Kings,140,10
1529309,Gujarat Titans,229,4
1529310,Royal Challengers Bengaluru,200,4
1529310,Sunrisers Hyderabad,255,4
1529311,Lucknow Super Giants,196,6
1529311,Punjab Kings,200,3
1529312,Mumbai Indians,175,9
1529312,Rajasthan Royals,205,8
1529313,Delhi Capitals,203,5
1529313,Kolkata Knight Riders,163,10
1535462,Gujarat Titans,162,10
1535462,Royal Challengers Bengaluru,254,5
1535463,Rajasthan Royals,243,8
1535463,Sunrisers Hyderabad,196,10
1535464,Gujarat Titans,219,3
1535464,Rajasthan Royals,214,6
1535465,Gujarat Titans,155,8
1535465,Royal Challengers Bengaluru,161,5
